,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3869,1,543,548,589,0,0,0,36.05549674,4,No,Yes,M,4,00No,8717.21,39,0,No,W05,2,No,0.973972656
3870,1,604,618,620,0,0,1,35.73790156,4,No,No,M,5,00No,10356.63,30,0,Yes,NA,1,Yes,0.809537526
3871,1,570,589,594,1,3,1,20.1739336,5,No,No,A,4,00No,12869.59,26,0,No,W01,2,No,0.083498013
3872,1,614,638,626,1,4,0,53.4979182,4,No,No,A,5,01Lo,16066.9,24,1,No,W10,0,No,0.572108826
3873,1,606,570,600,1,2,1,41.67499145,4,No,No,M,2,00No,10444.94,19,1,Yes,W09,2,No,0.128759717
3874,1,599,571,568,1,2,0,33.78408497,5,No,No,M,1,00No,6350.27,23,0,No,W05,0,No,0.807166062
3875,0,614,601,594,1,0,1,42.60627094,4,No,No,M,3,00No,13790.15,23,2,No,W04,0,Yes,0.238564958
3876,0,NA,548,508,1,0,1,42.2061399,5,No,Yes,M,2,01Lo,12564.25,17,0,No,W10,0,No,0.762397445
3877,1,642,582,614,0,1,1,44.12413558,6,No,No,P,1,00No,7431.66,30,0,No,W01,1,Yes,0.825810528
3878,1,618,614,618,0,0,0,44.6529665,8,No,No,A,4,02Hi,14413.83,24,0,No,W10,1,Yes,0.298623568
3879,1,635,689,629,0,0,0,43.57360182,7,No,No,A,2,00No,13552.67,23,0,Yes,NA,1,Yes,0.665798012
3880,1,636,606,614,1,1,1,35.88111015,5,No,No,M,1,00No,10409.85,19,1,Yes,NA,0,No,0.503151727
3881,0,NA,600,617,2,2,1,58.36912109,6,Yes,No,M,3,02Hi,10183.55,20,1,No,W03,0,Yes,0.319352026
3882,1,642,636,677,0,1,1,35.94606856,5,No,No,M,3,00No,9343.76,26,0,Yes,W10,1,Yes,0.082530685
3883,1,673,696,668,1,2,1,42.10790112,6,No,No,P,2,00No,9450.76,22,0,No,W03,1,Yes,0.876125089
3884,0,642,652,644,1,3,1,26.67960109,5,No,No,M,0,00No,14261.22,19,2,No,W09,0,Yes,0.973494149
3885,1,625,613,611,0,0,1,32.79939396,7,No,No,M,2,00No,11439.81,28,0,No,W06,1,Yes,0.282180846
3886,1,590,559,576,0,1,1,48.70145669,4,No,No,A,5,01Lo,12975.32,24,0,Yes,W09,1,No,0.286896978
3887,0,543,549,531,2,3,1,60.17652151,4,No,No,M,0,02Hi,1635.64,14,1,No,W02,0,Yes,0.210210373
3888,1,734,NA,787,1,0,0,41.9260962,8,No,No,M,5,00No,12605.83,29,0,No,W09,1,No,0.955766579
3889,1,631,574,578,1,1,1,59.32804794,5,No,Yes,A,0,02Hi,7504.38,27,2,No,NA,0,Yes,0.427962876
3890,1,599,589,582,0,2,1,34.3544476,5,No,No,P,5,00No,18587.29,21,0,Yes,W08,2,Yes,0.904634621
3891,1,658,632,630,1,3,2,28.22856492,6,No,Yes,M,2,00No,15073.36,24,0,No,W10,0,Yes,0.44421568
3892,1,NA,577,640,1,1,0,29.52457663,6,No,No,A,3,00No,15337.54,27,0,No,W04,1,Yes,0.745771135
3893,1,NA,626,668,0,1,0,43.19910666,7,No,No,A,2,00No,12494.91,26,1,No,NA,1,No,0.931153614
3894,0,581,NA,547,1,1,0,51.83382139,6,No,No,M,0,02Hi,9060.75,18,0,No,W04,0,Yes,0.45903495
3895,1,687,680,725,1,0,1,51.81175302,6,No,No,M,2,00No,13541.26,15,2,Yes,W08,1,Yes,0.720155763
3896,0,684,662,660,0,1,0,33.34766043,6,No,No,M,3,00No,10290.99,33,0,No,W10,0,No,0.408245621
3897,1,626,613,602,1,1,1,32.79693019,4,No,No,A,2,00No,14451.52,20,0,No,W09,1,Yes,0.090374096
3898,1,599,581,578,1,1,1,46.10385986,5,No,No,M,3,00No,13724.68,21,0,No,W08,0,Yes,0.139799326
3899,1,576,617,609,0,3,1,62.67107044,6,No,Yes,A,1,00No,12666.56,19,0,Yes,W10,0,Yes,0.241390368
3900,1,683,652,646,1,3,1,46.11815765,8,No,No,M,3,01Lo,10725.61,18,0,No,W06,0,Yes,0.463224634
3901,1,659,651,625,1,1,0,49.24552816,7,No,No,A,4,02Hi,11497.12,34,0,No,NA,0,No,0.086010506
3902,1,541,NA,528,0,2,1,50.19622482,6,No,No,P,2,02Hi,9899.35,21,0,Yes,W10,1,No,0.503299509
3903,1,622,609,610,0,3,1,32.8019928,5,No,No,M,3,00No,12362.13,25,0,No,W10,0,Yes,0.871260398
3904,0,NA,608,630,1,1,1,57.13318811,5,Yes,No,M,0,02Hi,12638.08,25,2,No,W04,0,Yes,0.440057873
3905,1,716,715,630,1,2,0,33.84156165,6,No,No,A,5,00No,16299.98,21,0,Yes,W08,1,Yes,0.240132404
3906,1,735,702,728,1,0,1,39.02787791,5,No,No,M,4,00No,14017.57,22,0,Yes,W09,1,Yes,0.25935254
3907,1,643,681,633,0,1,1,37.04287747,6,No,No,A,3,01Lo,11666.84,26,1,No,W03,0,No,0.857026571
3908,0,620,622,609,2,3,1,74.68350427,4,No,Yes,M,1,02Hi,6990.33,20,1,No,W01,0,Yes,0.693194833
3909,1,682,676,674,1,3,0,47.90794999,5,No,No,M,4,00No,15447.21,26,1,No,W09,0,No,0.225096194
3910,1,661,NA,679,0,2,0,37.52535346,5,No,No,M,3,00No,10204.98,25,0,No,W06,1,Yes,0.692186391
3911,0,605,630,622,2,2,2,65.44745856,7,Yes,No,M,1,02Hi,10002.41,9,2,No,W07,0,Yes,0.017406799
3912,1,648,569,629,0,2,0,32.54703756,7,No,No,P,5,01Lo,18942.74,32,0,Yes,W08,2,Yes,0.878113916
3913,1,NA,592,589,1,3,2,72.28705474,4,Yes,No,M,0,01Lo,7211.91,25,2,No,W02,0,Yes,0.285057274
3914,1,663,659,651,2,2,0,45.62378312,5,No,No,A,2,00No,10996.14,27,0,No,W10,1,No,0.468878092
3915,1,725,695,692,0,0,1,37.20536098,6,No,No,M,2,00No,12379.8,30,1,No,W05,0,Yes,0.195853082
3916,1,578,631,618,2,4,1,55.57600394,6,No,No,M,1,02Hi,3780.87,27,0,No,W02,0,Yes,0.664909299
3917,1,600,577,512,1,2,1,35.20724119,5,No,No,A,3,00No,14130.26,23,0,No,W07,1,No,0.373043422
3918,1,692,NA,718,1,3,0,36.44892835,8,No,No,A,3,00No,16700.11,25,1,Yes,W09,0,No,0.140625224
3919,1,649,685,634,0,1,1,40.48810282,8,Yes,Yes,A,3,01Lo,16222.17,23,0,Yes,W09,0,Yes,0.678580831
3920,0,NA,643,645,1,0,0,44.9683498,5,No,No,M,1,00No,16139.8,12,0,No,W07,0,Yes,0.436278295
3921,1,589,587,NA,0,2,0,31.98426855,4,No,No,P,4,00No,14375.55,28,0,Yes,W10,2,Yes,0.19210319
3922,1,656,647,639,1,0,1,59.41293535,5,No,No,M,2,02Hi,11255.64,19,1,No,W07,0,No,0.668956333
3923,1,653,653,660,0,0,1,24.12434929,6,No,No,A,3,00No,11170.97,29,0,No,W03,2,No,0.258895782
3924,1,592,580,544,0,1,1,33.96593862,6,No,No,A,2,01Lo,11660.86,17,1,No,W10,2,No,0.336407602
3925,0,536,580,570,2,4,2,68.4871136,5,No,No,M,0,02Hi,8315.96,13,2,No,W02,0,Yes,0.545066555
3926,0,672,655,657,1,2,0,59.84864593,5,No,No,M,1,00No,10388.73,20,1,No,W04,0,Yes,0.400620901
3927,1,NA,NA,587,1,2,1,49.8183926,3,No,No,M,3,02Hi,10958.1,28,2,No,W07,0,Yes,0.388070337
3928,0,599,605,549,1,2,1,52.20288196,5,No,Yes,M,2,00No,11043.64,16,1,No,W03,1,No,0.050096823
3929,1,665,705,701,0,1,1,46.82354006,7,No,No,M,2,00No,7646.33,28,0,No,W04,0,Yes,0.015191417
3930,1,634,590,605,1,2,1,61.44839103,6,Yes,Yes,P,4,01Lo,17617.19,20,0,Yes,W08,1,Yes,0.109148105
3931,0,615,608,630,0,0,0,46.05534204,6,No,Yes,A,2,00No,11688.36,25,0,No,W07,1,No,0.492821032
3932,1,658,NA,666,1,0,1,58.55772147,6,No,No,A,2,00No,10104.25,25,2,No,W05,1,Yes,0.794610961
3933,1,672,636,653,0,2,1,47.69770789,6,No,No,M,3,00No,12169.93,22,1,No,W04,0,No,0.72621673
3934,1,569,NA,577,0,2,1,32.55101498,6,No,No,A,5,01Lo,14878.87,28,0,No,W09,1,No,0.766997022
3935,1,754,754,721,0,0,0,41.73380513,7,No,No,P,5,00No,18343.86,32,0,Yes,W08,2,No,0.864241531
3936,1,765,762,729,0,1,0,38.81743967,7,No,No,M,2,00No,15158.96,27,1,No,W09,1,No,0.871845644
3937,0,NA,635,659,2,5,2,54.2074906,4,No,No,M,0,00No,5192.36,13,0,No,W02,0,Yes,0.436359743
3938,0,532,510,539,0,3,1,48.73448083,7,No,No,M,2,02Hi,3599.56,18,0,No,W03,1,No,0.427063555
3939,1,686,726,713,0,3,2,58.19227984,5,No,No,A,1,00No,10476.22,21,0,No,W09,0,Yes,0.398841202
3940,1,622,607,651,0,3,1,33.7989279,7,No,No,P,3,00No,14380.71,23,0,Yes,W08,1,Yes,0.547620321
3941,1,765,782,735,0,1,1,57.3609761,6,No,No,M,2,00No,12233.78,21,2,No,W06,1,Yes,0.281337847
3942,1,661,680,698,0,3,1,49.14499365,5,No,No,A,2,00No,12550.19,23,2,No,W09,1,Yes,0.155521013
3943,1,686,658,688,0,1,0,38.42043919,6,No,No,P,5,00No,18203.98,27,0,Yes,NA,2,No,0.838363204
3944,0,557,NA,504,1,2,1,51.57839976,4,No,No,A,2,00No,13641.11,13,0,No,W09,0,Yes,0.561742943
3945,1,648,637,631,1,1,0,27.31573896,5,No,No,M,2,00No,16088.75,21,0,No,W10,0,Yes,0.656355364
3946,1,662,612,660,2,1,1,40.07824582,6,No,No,M,2,02Hi,11221.05,21,2,No,W01,1,Yes,0.940682037
3947,0,573,NA,NA,0,1,0,69.53407286,6,Yes,No,M,1,02Hi,14933.67,21,2,No,W07,0,Yes,0.767783863
3948,0,653,633,648,1,1,1,47.29404506,4,No,No,M,2,01Lo,10910.07,22,0,No,W10,0,Yes,0.299954297
3949,0,584,587,590,1,3,2,59.28145171,4,Yes,No,M,1,02Hi,6608.23,20,2,No,W01,0,Yes,0.679257003
3950,1,635,595,641,0,1,0,35.62131346,7,No,No,M,1,00No,12209.08,20,0,No,W07,1,Yes,0.290909292
3951,1,654,611,595,1,1,1,27.59884619,5,Yes,No,A,5,02Hi,16953.84,26,2,Yes,W06,1,Yes,0.801291696
3952,1,595,619,613,1,1,1,75.44004633,3,Yes,Yes,P,3,01Lo,13129.03,24,1,No,W07,0,No,0.241609886
3953,0,702,668,NA,2,1,1,67.33443577,6,No,No,M,2,00No,11217.16,17,0,No,W02,0,Yes,0.034463738
3954,1,612,629,619,0,1,0,55.74098559,7,No,No,A,4,01Lo,12159.68,22,0,No,W10,1,No,0.817414295
3955,1,570,608,569,1,2,0,63.05123675,5,Yes,Yes,M,5,01Lo,14449.13,25,1,No,W09,0,No,0.162278104
3956,0,635,627,598,1,3,1,51.26790154,3,No,No,M,0,00No,4143.34,14,0,No,W02,0,Yes,0.572349778
3957,1,546,544,513,0,0,0,44.70327824,5,Yes,Yes,P,5,02Hi,16523.72,30,0,Yes,W08,2,Yes,0.043384802
3958,1,579,NA,602,1,1,1,56.5127875,4,No,No,A,4,00No,12266.04,24,0,No,W09,1,Yes,0.094359695
3959,1,639,655,633,0,0,1,28.04981993,5,No,No,M,4,00No,12252.95,27,0,Yes,W09,1,No,0.999095451
3960,1,603,NA,600,0,1,0,28.60488186,5,Yes,Yes,M,2,01Lo,11862.68,22,2,No,W06,1,Yes,0.523028229
3961,1,565,544,551,0,1,1,38.86289811,3,No,No,M,2,00No,12946.02,31,0,No,W05,0,Yes,0.927984714
3962,1,602,644,618,1,2,0,50.57794923,4,No,No,M,2,01Lo,13164.78,27,2,No,W06,0,No,0.776174222
3963,1,642,NA,623,0,0,0,43.04290673,5,No,No,M,3,00No,16072.78,28,0,Yes,W09,1,Yes,0.395501249
3964,1,NA,645,649,0,0,0,41.43906344,6,No,No,M,5,00No,12711.63,31,0,Yes,W08,1,Yes,0.125789765
3965,1,628,639,644,2,1,1,51.58226308,4,No,No,M,4,00No,10205.49,28,0,No,W07,0,Yes,0.786810702
3966,1,606,612,593,1,3,1,64.53702606,5,Yes,No,M,0,02Hi,4684.73,21,0,No,W03,0,Yes,0.729430084
3967,1,585,593,565,1,2,1,48.73581736,4,No,No,M,2,00No,12206.18,16,1,No,W07,0,Yes,0.875954294
3968,1,702,713,718,0,2,1,44.40043655,6,No,No,A,3,00No,16208.77,28,1,Yes,W08,1,Yes,0.811726824
3969,1,677,622,648,0,1,0,34.58651836,7,No,No,M,4,01Lo,17098,24,0,Yes,W09,0,Yes,0.751609838
3970,1,768,NA,688,1,2,0,40.53162586,6,No,No,P,5,00No,15067.35,30,0,Yes,W09,1,No,0.286005942
3971,1,NA,613,633,1,3,1,53.05524537,4,No,No,A,3,01Lo,12629.16,25,2,No,W04,0,No,0.544875626
3972,1,648,622,616,0,0,0,25.02932283,5,No,No,M,2,00No,11317.16,26,0,No,W06,1,Yes,0.309980818
3973,1,613,564,572,0,2,0,55.84566401,5,No,No,A,4,00No,10766.19,28,0,No,W06,1,No,0.520345247
3974,0,587,545,552,1,1,0,40.5519411,5,No,No,M,0,02Hi,5696.79,20,1,No,W02,0,Yes,0.203471193
3975,0,525,513,544,0,1,1,53.15525011,6,Yes,Yes,M,0,02Hi,8568.62,19,1,No,W02,0,Yes,0.5751358
3976,1,NA,697,717,2,3,1,53.91911834,6,No,No,M,0,01Lo,5076.82,21,2,No,W02,0,Yes,0.300859621
3977,1,728,NA,741,0,0,0,59.07952398,6,No,No,M,1,00No,10454.56,26,1,No,W06,0,Yes,0.117246646
3978,1,655,NA,659,0,0,1,28.62447936,7,No,No,M,1,00No,13279.86,27,0,Yes,NA,1,Yes,0.510892999
3979,1,716,701,694,1,1,2,64.41863336,5,No,No,A,5,00No,16506.74,22,1,Yes,W09,1,No,0.67289363
3980,1,676,NA,646,2,3,1,56.96846352,5,Yes,Yes,P,5,01Lo,15881.66,28,2,Yes,W08,0,No,0.710750856
3981,1,709,681,670,1,0,2,50.14287288,6,No,No,M,1,00No,7679.31,19,0,No,W03,1,Yes,0.548671228
3982,1,649,654,635,0,1,1,28.13689581,7,No,No,P,4,00No,18989.38,26,0,Yes,NA,1,Yes,0.847748835
3983,0,568,554,567,1,2,1,40.06402515,4,No,Yes,M,0,00No,11279.8,22,2,No,W01,0,No,0.018949306
3984,0,NA,552,601,2,5,1,62.53787599,5,No,No,A,2,02Hi,14321.56,18,2,Yes,W09,0,No,0.162686156
3985,1,620,NA,612,1,0,1,48.83848978,5,No,No,P,5,00No,13137.1,27,0,No,W09,0,No,0.83409741
3986,0,500,NA,477,1,2,1,49.37945722,5,Yes,Yes,M,0,02Hi,6184.48,8,2,No,W02,0,Yes,0.175488685
3987,1,655,656,665,0,0,1,46.53386455,6,No,No,A,3,00No,12080.52,26,1,No,W04,1,Yes,0.167805571
3988,1,643,622,662,0,1,0,33.13885678,6,No,Yes,P,4,00No,12287.36,28,0,No,W10,1,Yes,0.207904948
3989,1,667,632,666,2,3,2,42.30002493,4,No,No,M,2,00No,8322.29,30,2,No,W06,0,Yes,0.76878958
3990,1,590,640,624,1,3,1,35.14859012,5,No,No,M,2,00No,9331.7,21,0,No,W05,0,Yes,0.422887347
3991,0,623,593,599,1,3,1,32.75876957,5,No,No,M,1,00No,7303.76,24,0,No,W01,0,Yes,0.802061695
3992,1,573,552,564,0,0,0,36.56526428,5,No,Yes,M,2,00No,14896.69,23,0,Yes,W08,1,Yes,0.863257852
3993,1,638,614,631,0,0,1,51.1413343,6,No,No,A,5,00No,15160.65,20,0,Yes,W09,1,No,0.834113651
3994,1,615,591,617,2,2,2,55.87960405,4,No,Yes,M,1,00No,13251.74,18,2,No,W03,0,Yes,0.448917606
3995,0,593,NA,584,0,1,1,48.96165514,5,No,No,M,2,02Hi,9711.2,23,1,Yes,W07,0,No,0.461731603
3996,1,645,607,622,1,3,1,32.35110982,6,No,No,A,2,00No,12578.96,11,0,Yes,W09,2,No,0.402768116
3997,1,NA,697,703,1,1,0,42.8148457,6,No,Yes,M,3,00No,10605.18,30,2,No,W03,1,No,0.832850255
3998,1,NA,603,610,1,2,1,63.86062282,5,No,No,M,2,02Hi,9337.72,20,1,No,W01,0,Yes,0.705639376
3999,1,628,605,605,0,0,1,39.84187829,4,No,No,A,3,00No,16696.57,29,0,No,W10,1,Yes,0.754280922
4000,0,564,528,503,1,2,2,56.90933013,5,Yes,No,M,1,02Hi,8496.64,21,2,No,W06,0,No,0.27796013
4001,1,680,675,660,1,3,1,73.01941889,4,No,No,M,2,01Lo,7578.71,29,2,No,W03,0,Yes,0.099169399
4002,1,693,689,679,1,4,1,50.61750907,7,Yes,Yes,A,2,00No,7663.67,20,1,No,W07,1,No,0.131361388
4003,1,785,781,814,0,0,1,31.69995558,7,No,No,P,5,00No,16142.09,38,0,Yes,W10,2,No,0.124433958
4004,1,655,640,648,0,0,0,37.11388956,6,No,Yes,A,5,00No,15096.26,31,0,Yes,W06,2,No,0.131789085
4005,0,NA,699,691,2,5,2,47.08641593,8,Yes,No,A,1,02Hi,6207.08,18,0,No,W10,0,Yes,0.274429688
4006,1,NA,650,668,2,3,1,57.48397052,5,No,No,P,2,00No,11601.31,20,0,No,W10,0,Yes,0.052775017
4007,0,NA,596,660,1,3,1,36.85231236,5,No,No,M,2,01Lo,5921.95,18,1,Yes,NA,1,Yes,0.272247934
4008,1,683,NA,652,0,2,1,52.22738417,7,No,No,A,2,00No,8733.61,28,0,No,W03,1,No,0.164675896
4009,0,586,597,572,2,3,2,44.04146746,6,No,No,A,3,02Hi,14187.31,17,1,No,W06,0,Yes,0.348232672
4010,1,578,612,NA,0,2,0,57.8197333,6,No,Yes,M,3,00No,10875.08,22,0,No,W05,1,No,0.92591665
4011,1,614,565,577,1,1,1,44.38343584,3,No,No,M,3,00No,14837.97,23,1,Yes,W08,1,Yes,0.830384957
4012,1,640,641,576,1,1,0,29.01279866,4,No,No,M,2,00No,12125.43,29,2,No,W07,1,Yes,0.237951507
4013,0,504,519,497,2,2,2,57.698416,4,No,No,A,2,02Hi,9450.74,21,2,No,W01,0,No,0.537868259
4014,1,635,601,598,1,1,2,55.37459938,5,No,No,A,3,00No,13615.28,25,0,No,W07,0,Yes,0.284792932
4015,1,694,683,630,1,2,1,41.15217556,5,No,No,A,1,00No,10381.99,28,0,No,W01,1,No,0.223712648
4016,1,630,557,579,0,2,1,44.61662635,3,No,No,P,2,00No,13073.23,20,0,Yes,W08,2,Yes,0.317569665
4017,0,NA,NA,596,1,3,2,48.65834572,6,Yes,No,M,3,01Lo,12735.84,19,2,No,NA,1,Yes,0.153305488
4018,1,578,541,554,0,2,2,55.41686817,6,Yes,No,M,0,02Hi,9739.85,18,1,No,W06,0,Yes,0.320831483
4019,0,569,542,549,0,1,1,34.02555543,4,No,No,P,3,00No,14064.98,25,0,No,W07,1,No,0.110185764
4020,1,720,677,714,0,1,0,57.55158416,7,No,No,A,2,00No,13065.64,23,0,No,W07,1,Yes,0.310982588
4021,1,540,535,524,0,0,0,46.20456257,6,No,No,M,2,00No,8270.65,27,0,No,W04,1,Yes,0.477029785
4022,1,628,573,612,0,1,1,40.39635394,5,No,No,M,2,00No,9701.25,15,0,No,W03,1,Yes,0.763829641
4023,1,500,558,496,0,3,0,23.80261731,5,No,No,P,5,01Lo,13957.24,28,0,No,W09,2,No,0.503098209
4024,0,627,619,636,1,1,1,68.08873631,5,No,No,A,2,00No,14640.67,19,0,No,NA,0,Yes,0.008877181
4025,1,591,573,596,1,3,2,49.26325426,5,Yes,Yes,P,3,01Lo,13902.61,30,2,No,W07,0,Yes,0.731158587
4026,1,609,562,587,0,0,0,47.93324264,5,No,No,M,2,00No,12700.42,25,0,No,W06,0,No,0.910421222
4027,1,723,721,723,0,0,0,22.94395909,5,No,No,M,5,00No,13858.1,29,0,Yes,W08,2,No,0.782247465
4028,0,482,452,423,0,2,1,53.87702906,3,No,Yes,M,1,02Hi,10438.58,22,2,No,W02,1,Yes,0.545525278
4029,1,668,NA,NA,1,1,1,30.85263576,7,No,No,M,4,00No,15095.59,23,0,Yes,W06,0,Yes,0.521423214
4030,1,547,589,513,0,0,0,44.54502369,5,No,No,P,3,01Lo,16569.34,29,0,No,NA,1,No,0.475127719
4031,1,653,650,NA,0,0,0,51.87275485,4,No,No,A,3,00No,16734.39,25,0,Yes,W09,2,No,0.15520636
4032,1,637,607,593,0,1,1,61.15757697,5,Yes,Yes,M,2,02Hi,9868.26,21,2,No,W01,0,Yes,0.493193177
4033,1,660,NA,633,0,1,0,48.43016981,6,No,No,M,2,00No,12108.74,27,0,No,W07,1,Yes,0.745547757
4034,1,593,576,618,1,4,0,49.14691741,5,Yes,Yes,A,3,02Hi,10933.31,27,2,No,W06,1,Yes,0.768075221
4035,0,600,552,566,0,2,0,37.10072794,7,No,No,M,3,02Hi,10749.07,19,0,No,NA,1,Yes,0.523467139
4036,0,602,584,553,0,2,1,65.47449802,4,Yes,Yes,M,2,00No,10454.57,21,0,No,W03,1,No,0.029669492
4037,0,610,592,625,2,3,2,31.90054735,5,Yes,Yes,A,5,02Hi,14891.67,28,2,No,W05,0,No,0.905958668
4038,1,735,707,721,0,1,0,36.55635339,8,No,No,A,5,00No,12259.81,36,0,No,NA,1,Yes,0.282621616
4039,1,696,692,677,1,1,1,48.23778351,5,No,No,M,2,00No,8883.53,21,0,No,W05,0,Yes,0.024174333
4040,1,653,646,675,0,0,1,32.0671885,6,No,No,M,3,00No,12392.33,25,0,Yes,W09,2,No,0.296412632
4041,1,559,516,NA,1,2,1,45.33306573,5,No,No,M,0,02Hi,10361.86,18,2,No,W06,0,Yes,0.583899385
4042,1,538,541,NA,1,3,1,47.02923617,4,Yes,Yes,M,2,02Hi,12591.7,18,2,No,W07,0,No,0.547541847
4043,1,639,603,NA,0,1,0,33.96166041,5,No,No,A,5,00No,10493.6,32,0,No,W06,1,No,0.645116261
4044,1,611,570,586,1,2,1,47.46266109,7,No,No,A,3,01Lo,10097.46,25,0,Yes,W10,0,No,0.397670767
4045,1,662,NA,650,0,0,0,43.21050256,7,No,No,A,4,00No,7558.98,32,0,Yes,W09,2,No,0.191808874
4046,0,697,683,673,1,1,0,65.10291809,5,No,No,M,1,00No,12737.33,29,0,No,W06,0,Yes,0.48640229
4047,1,NA,566,592,1,1,2,46.46631669,5,Yes,No,A,2,02Hi,7556.82,21,2,No,W07,2,Yes,0.060682927
4048,1,642,634,606,1,3,0,52.1426457,5,No,No,A,3,00No,11993.66,23,0,Yes,W04,1,No,0.751630761
4049,1,684,673,675,2,1,0,35.54396697,6,No,No,A,3,00No,14716.7,23,0,No,W10,1,Yes,0.504107991
4050,1,662,659,657,1,1,0,40.51654965,5,No,No,M,4,00No,14989.21,17,0,Yes,W09,1,No,0.960271841
4051,1,571,NA,596,1,2,0,31.1032304,4,No,No,M,1,00No,8617.96,29,0,No,W04,1,Yes,0.381403059
4052,1,NA,NA,595,0,1,1,63.75294809,5,No,No,M,2,01Lo,14076.96,15,0,Yes,W08,1,No,0.249606478
4053,1,684,709,665,0,1,0,21.17631576,7,No,No,A,5,00No,18339.48,33,0,Yes,W08,0,Yes,0.725915969
4054,0,640,612,599,2,2,1,39.08510736,6,No,No,M,4,01Lo,8247.9,21,0,No,W03,1,Yes,0.112242065
4055,1,660,658,686,1,2,1,38.02457038,6,No,No,A,2,00No,12532.15,29,0,No,W07,0,Yes,0.854648508
4056,1,682,696,642,0,0,1,40.46362071,6,No,No,M,3,00No,16114.48,19,0,No,W07,0,Yes,0.46055092
4057,1,622,639,674,1,0,0,43.75091315,7,Yes,No,A,5,02Hi,13821.17,30,2,No,W10,2,No,0.017832917
4058,1,635,625,596,0,2,0,45.10779856,4,No,No,A,2,01Lo,10166.88,37,2,No,NA,1,Yes,0.655021288
4059,1,682,648,646,0,2,0,61.96390057,5,Yes,No,M,2,01Lo,13256.76,23,2,No,W07,0,Yes,0.221086067
4060,0,597,576,NA,0,1,1,47.51289993,5,No,No,M,2,00No,6932.48,18,0,No,W07,1,Yes,0.878447783
4061,1,669,NA,662,1,1,1,56.85924101,6,Yes,Yes,P,5,00No,15697.86,27,1,Yes,W08,1,No,0.901498907
4062,1,669,649,660,1,2,1,49.0435232,6,No,No,M,2,00No,12276.18,20,1,No,W04,0,Yes,0.16626712
4063,1,576,583,NA,2,4,1,51.34552704,5,Yes,No,P,5,02Hi,16611.65,25,1,Yes,W09,0,No,0.897439317
4064,0,626,657,645,2,4,1,60.44057285,4,No,No,M,2,00No,10909.96,14,1,No,W03,0,Yes,0.594407722
4065,1,601,NA,619,1,1,0,56.74567854,6,No,Yes,A,3,01Lo,8402.73,28,0,No,W10,0,Yes,0.54965149
4066,1,655,636,645,0,0,0,48.32563988,6,No,No,M,4,00No,12536.97,28,0,Yes,NA,2,No,0.019372094
4067,1,712,729,724,0,3,1,21.71665038,7,No,No,M,2,00No,13838.26,28,0,No,W06,1,Yes,0.667872284
4068,1,572,NA,576,2,2,2,63.0127594,3,No,No,A,1,02Hi,11424.05,17,2,No,NA,0,Yes,0.694724846
4069,1,697,697,680,1,1,0,50.22909743,6,No,No,A,2,00No,11737.91,25,0,No,W05,1,Yes,0.498631367
4070,0,644,625,603,0,1,0,29.56647741,8,No,No,M,1,02Hi,8919.04,27,0,No,W06,0,Yes,0.202280527
4071,1,720,754,730,0,1,0,28.65199855,5,No,No,A,2,00No,11649.17,35,0,Yes,W07,2,Yes,0.736758378
4072,1,696,715,663,1,4,0,44.34982333,5,No,No,M,4,00No,8767.13,23,0,No,NA,0,No,0.714721375
4073,1,595,585,593,0,1,0,33.73641288,5,No,No,M,2,00No,15285.98,22,1,Yes,W03,1,Yes,0.55945686
4074,0,604,596,636,1,2,1,43.63674996,5,No,No,A,3,00No,15625.66,33,0,No,W09,0,Yes,0.72808753
4075,1,660,NA,603,2,5,2,41.37840796,4,No,No,A,4,01Lo,11794.29,20,1,No,W04,0,No,0.94451975
4076,1,675,648,664,1,2,1,55.98665319,7,No,Yes,M,2,00No,10290.73,19,0,No,W04,0,No,0.824016334
4077,1,654,664,659,1,0,0,44.87324552,4,No,No,A,2,00No,18084.86,23,1,Yes,W08,1,Yes,0.431071244
4078,1,604,585,573,0,0,1,41.51193332,5,No,No,A,1,00No,9204.57,29,0,No,NA,1,No,0.09314979
4079,1,634,NA,629,1,2,1,41.88140475,5,No,No,P,5,02Hi,15628.4,33,2,Yes,W06,0,No,0.233457681
4080,0,657,667,670,2,2,2,45.49903106,4,No,Yes,A,3,00No,11964.18,25,2,No,W10,0,No,0.039007979
4081,1,592,556,534,0,1,1,38.63924826,4,No,No,M,2,02Hi,12977.44,22,2,Yes,W08,1,Yes,0.887169526
4082,1,700,663,673,2,2,0,58.97918491,5,No,No,M,0,01Lo,8592.51,22,2,No,NA,0,Yes,0.324286742
4083,1,642,652,NA,0,0,0,36.91625488,6,No,No,A,4,00No,14564.26,32,0,Yes,W08,2,Yes,0.445590936
4084,1,608,594,592,0,3,1,43.45444347,5,No,No,A,3,00No,13040.71,23,0,Yes,W07,1,No,0.159756509
4085,1,624,653,613,1,2,1,42.9264313,6,No,No,A,2,00No,12199.26,26,0,No,W02,0,Yes,0.203656837
4086,1,598,578,571,0,0,1,40.27909469,7,Yes,Yes,M,4,02Hi,11234.95,31,0,No,W09,0,Yes,0.9788457
4087,1,546,NA,553,0,0,1,42.33544933,5,Yes,No,M,3,00No,14392.05,20,0,No,W08,1,Yes,0.200730952
